id,category,difficulty,level,question,option_a,option_b,option_c,option_d,correct_answer,points,time_limit_seconds,bible_reference
emek_q368,acts-and-epistles,hard,10,What is faith without works?,Incomplete,Dead,Weak,Hidden,B,60,30,James 2:17
emek_q369,acts-and-epistles,hard,10,What should believers cast on God?,Their sins only,Their possessions,Their plans,Their anxieties,D,60,30,1 Peter 5:7
emek_q370,acts-and-epistles,hard,10,What does God do when we confess our sins?,Remembers them forever,Forgives and cleanses us,Judges us immediately,Delays forgiveness,B,60,30,1 John 1:9
emek_q371,acts-and-epistles,hard,10,What is God?,Light alone,Spirit alone,Judge alone,Love,D,60,30,1 John 4:8
emek_q372,acts-and-epistles,hard,10,Why do we love?,Because it is commanded,Because He first loved us,Because it brings reward,Because others love us,B,60,30,1 John 4:19
emek_q373,acts-and-epistles,hard,10,What title does God use?,The Ancient of Days,The Most High,The Almighty,Alpha and Omega,D,60,30,Revelation 1:8
emek_q374,acts-and-epistles,hard,10,What is promised to the faithful unto death?,A place in the temple,The crown of life,Earthly riches,Freedom from suffering,B,60,30,Revelation 2:10
emek_q375,acts-and-epistles,hard,10,Where does Christ say He stands and knocks?,At the gate,At the altar,At the throne,At the door,D,60,30,Revelation 3:20
emek_q376,acts-and-epistles,hard,10,What title is given to Christ?,The Lamb of the tribe of Levi,The Lion of the tribe of Judah,The Eagle of the tribe of Dan,The Bear of the tribe of Gad,B,60,30,Revelation 5:5
emek_q377,acts-and-epistles,hard,10,Who is before the throne?,Only the twelve apostles,Only the tribes of Israel,The angels alone,A great multitude from every nation,D,60,30,Revelation 7:9
emek_q378,acts-and-epistles,hard,10,What title is written on the rider's robe?,The Word of God alone,King of kings and Lord of lords,The Faithful Witness,The Root of David,B,60,30,Revelation 19:16
emek_q379,acts-and-epistles,hard,10,What will God wipe away?,Every sin,Every memory,Every nation,Every tear,D,60,30,Revelation 21:4
emek_q380,acts-and-epistles,hard,10,Which book describes a new heaven and a new earth?,Revelation,Isaiah,Romans,Hebrews,A,60,30,Revelation 21:1
emek_q381,acts-and-epistles,hard,10,What descends from heaven in Revelation 21?,"The holy city, new Jerusalem",The ark of Noah,Mount Sinai,The temple of Solomon,A,60,30,Revelation 21:2
emek_q382,acts-and-epistles,hard,10,What is the final enemy to be destroyed according to 1 Corinthians 15?,Death,Rome,Satan's armies,Sinful rulers,A,60,30,1 Corinthians 15:26
emek_q383,acts-and-epistles,hard,10,What does Revelation say will no longer exist in the new creation?,"Death, mourning, crying, and pain",Music,Work,Rivers,A,60,30,Revelation 21:4
emek_q384,acts-and-epistles,hard,10,Which church in Revelation was described as lukewarm?,Laodicea,Ephesus,Smyrna,Philadelphia,A,60,30,Revelation 3:14-16
emek_q385,acts-and-epistles,hard,10,Which church was told it had left its first love?,Ephesus,Pergamum,Thyatira,Sardis,A,60,30,Revelation 2:4
emek_q386,acts-and-epistles,hard,10,Which church in Revelation was promised an open door that no one could shut?,Philadelphia,Smyrna,Laodicea,Ephesus,A,60,30,Revelation 3:7-8
emek_q387,acts-and-epistles,hard,10,Which church was warned that it had a reputation for being alive but was dead?,Sardis,Pergamum,Thyatira,Smyrna,A,60,30,Revelation 3:1
emek_q388,acts-and-epistles,hard,10,What was the name of the river flowing from the throne of God and the Lamb?,River of the water of life,Jordan,Euphrates,Nile,A,60,30,Revelation 22:1
emek_q389,acts-and-epistles,hard,10,What grows on either side of the river in Revelation 22?,The tree of life,Olive trees,Cedars,Vines,A,60,30,Revelation 22:2
emek_q390,acts-and-epistles,hard,10,What did John see seated on the throne in Revelation 4?,One like jasper and carnelian,A bronze statue,A golden calf,A Roman emperor,A,60,30,Revelation 4:2-3
emek_q391,the-gospels,hard,10,Who is called 'the Word' in the opening of John's Gospel?,Jesus,John the Baptist,Moses,The Father,A,60,30,"John 1:1,14"
emek_q392,the-gospels,hard,10,What did the Word become according to John 1:14?,Flesh,An angel,A prophet,A king only,A,60,30,John 1:14
emek_q393,the-gospels,hard,10,What does John the Baptist call Jesus in John 1?,The Lamb of God,The Lion of Judah,The Good Shepherd,The Bread of Life,A,60,30,John 1:29
emek_q394,the-gospels,hard,10,Which 'I am' saying identifies Jesus as the resurrection and the life?,I am the resurrection and the life,I am the good shepherd,I am the true vine,I am the door,A,60,30,John 11:25
emek_q395,the-gospels,hard,10,Which 'I am' saying identifies Jesus as the good shepherd?,I am the good shepherd,I am the bread of life,I am the light of the world,I am the true vine,A,60,30,John 10:11
emek_q396,the-gospels,hard,10,Which 'I am' saying identifies Jesus as the bread of life?,I am the bread of life,I am the door,I am the resurrection and the life,I am the way,A,60,30,John 6:35
emek_q397,the-gospels,hard,10,Which 'I am' saying identifies Jesus as the true vine?,I am the true vine,I am the light of the world,I am the good shepherd,I am the way,A,60,30,John 15:1
emek_q398,the-gospels,hard,10,What did Jesus say His followers should do to their enemies?,Love them and pray for those who persecute them,Ignore them,Curse them,Defeat them by force,A,60,30,Matthew 5:44
emek_q399,the-gospels,hard,10,Which disciple was called 'the Zealot'?,Simon the Zealot,Matthew,Bartholomew,Philip,A,60,30,Luke 6:15
emek_q400,the-gospels,hard,10,Which disciple was one of the two sons of Zebedee?,John,Thomas,Matthew,Judas Iscariot,A,60,30,Mark 1:19-20
