id,level,difficulty,category,question,option_a,option_b,option_c,option_d,correct_answer,answer_text,reference,source_type,xp,topic
emek_q661,6,Challenging,Church History,In what year or period is Church Missionary Society commonly dated?,381,Second Great Awakening,431,1799,D,1799,CMS history,Historical source,35,Church history
emek_q662,6,Challenging,Christian Literature,Who wrote Orthodoxy?,Thomas Aquinas,Richard Foster,Athanasius of Alexandria,G. K. Chesterton,D,G. K. Chesterton,"G. K. Chesterton, Orthodoxy",Christian apologetics,35,Christian apologetics
emek_q663,6,Challenging,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Ezekiel?",26,3,59,13,A,26,"Protestant biblical canon, book order",Canonical metadata,35,Bible books
emek_q664,6,Challenging,Church History,What event or institution is associated with 1886?,Student Volunteer Movement,Second Great Awakening,381,431,A,Student Volunteer Movement,Missionary movement history,Historical source,35,Church history
emek_q665,6,Challenging,Christian Literature,Who is associated with the work “Institutes of the Christian Religion”?,John Calvin,Richard Foster,Thomas Aquinas,Athanasius of Alexandria,A,John Calvin,"John Calvin, Institutes",Book/source,35,Christian books
emek_q666,6,Challenging,Bible Studies,Is Malachi part of the Old Testament or New Testament?,13,Old Testament,3,59,B,Old Testament,Malachi; Protestant biblical canon,Canonical metadata,35,Bible books
emek_q667,6,Challenging,Church History,What event or institution is associated with 1701?,381,431,Second Great Awakening,Society for the Propagation of the Gospel,D,Society for the Propagation of the Gospel,SPG history,Historical source,35,Church history
emek_q668,6,Challenging,Christian Literature,Who is associated with the work “The Lausanne Covenant”?,Lausanne Committee,Thomas Aquinas,Richard Foster,Athanasius of Alexandria,A,Lausanne Committee,Lausanne Covenant (1974),Book/source,35,Christian books
emek_q669,6,Challenging,Bible Studies,Which broad literary section is Micah commonly placed in?,Minor Prophets,59,13,3,A,Minor Prophets,Introduction to Micah; Protestant Bible classification,Bible reference metadata,35,Bible books
emek_q670,6,Challenging,Church History,What event or institution is associated with 1830s?,Oxford Movement,Second Great Awakening,431,381,A,Oxford Movement,Anglican history,Historical source,35,Church history
emek_q671,6,Challenging,Christian Literature,Who is associated with the work “Basic Christianity”?,Richard Foster,Thomas Aquinas,John Stott,Athanasius of Alexandria,C,John Stott,"John Stott, Basic Christianity",Book/source,35,Christian books
emek_q672,6,Challenging,Bible Studies,Is Haggai part of the Old Testament or New Testament?,3,59,Old Testament,13,C,Old Testament,Haggai; Protestant biblical canon,Canonical metadata,35,Bible books
emek_q673,6,Challenging,Church History,What event or institution is associated with 1799?,Second Great Awakening,431,381,Church Missionary Society,D,Church Missionary Society,CMS history,Historical source,35,Church history
emek_q674,6,Challenging,Christian Literature,Who is associated with the work “Foxe’s Book of Martyrs”?,Richard Foster,John Foxe,Thomas Aquinas,Athanasius of Alexandria,B,John Foxe,"John Foxe, Acts and Monuments",Book/source,35,Christian books
emek_q675,6,Challenging,Bible Studies,Is Mark part of the Old Testament or New Testament?,59,3,13,New Testament,D,New Testament,Mark; Protestant biblical canon,Canonical metadata,35,Bible books
emek_q676,6,Challenging,Church History,What event or institution is associated with 1906?,Azusa Street revival,381,Second Great Awakening,431,A,Azusa Street revival,Azusa Street historical records,Historical source,35,Church history
emek_q677,6,Challenging,Christian Literature,Who is associated with the work “The Book of Concord”?,Athanasius of Alexandria,Richard Foster,Lutheran confessional churches,Thomas Aquinas,C,Lutheran confessional churches,Book of Concord,Book/source,35,Christian books
emek_q678,6,Challenging,Bible Studies,Which broad literary section is Malachi commonly placed in?,Minor Prophets,13,3,59,A,Minor Prophets,Introduction to Malachi; Protestant Bible classification,Bible reference metadata,35,Bible books
emek_q679,6,Challenging,Church History,In what year or period is Society for Promoting Christian Knowledge commonly dated?,Second Great Awakening,431,381,1698,D,1698,SPCK history,Historical source,35,Church history
emek_q680,6,Challenging,Christian Literature,What work by Anselm contains the ontological argument in a classic form?,Thomas Aquinas,Proslogion,Richard Foster,Athanasius of Alexandria,B,Proslogion,"Anselm, Proslogion",Medieval theology,35,Medieval theology
emek_q681,6,Challenging,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Nehemiah?",59,3,13,16,D,16,"Protestant biblical canon, book order",Canonical metadata,35,Bible books
emek_q682,6,Challenging,Church History,In what year or period is China Inland Mission commonly dated?,381,431,Second Great Awakening,1865,D,1865,CIM history,Historical source,35,Church history
emek_q683,6,Challenging,Christian Literature,Who wrote The Bondage of the Will?,Richard Foster,Thomas Aquinas,Martin Luther,Athanasius of Alexandria,C,Martin Luther,"Martin Luther, The Bondage of the Will (1525)",Reformation,35,Reformation
emek_q684,6,Challenging,Bible Studies,Which broad literary section is Daniel commonly placed in?,13,59,Major Prophets,3,C,Major Prophets,Introduction to Daniel; Protestant Bible classification,Bible reference metadata,35,Bible books
emek_q685,6,Challenging,Church History,In what year or period is Edict of Milan commonly dated?,Second Great Awakening,431,313,381,C,313,Edict of Milan,Historical source,35,Church history
emek_q686,6,Challenging,Christian Literature,Who wrote Dark Night of the Soul?,Richard Foster,Athanasius of Alexandria,John of the Cross,Thomas Aquinas,C,John of the Cross,"John of the Cross, Dark Night of the Soul",Christian spirituality,35,Christian spirituality
emek_q687,6,Challenging,Bible Studies,How many chapters are in the book of John?,13,59,21,3,C,21,John (chapter count),Bible reference metadata,35,Bible books
emek_q688,6,Challenging,Church History,What event or institution is associated with 1910?,381,431,Second Great Awakening,Edinburgh Missionary Conference,D,Edinburgh Missionary Conference,World Missionary Conference records,Historical source,35,Church history
emek_q689,6,Challenging,Christian Literature,Who wrote The Imitation of Christ?,Athanasius of Alexandria,Thomas Aquinas,Richard Foster,Thomas à Kempis,D,Thomas à Kempis,"Thomas à Kempis, The Imitation of Christ",Christian spirituality,35,Christian spirituality
emek_q690,6,Challenging,Bible Studies,Is Ezekiel part of the Old Testament or New Testament?,13,Old Testament,59,3,B,Old Testament,Ezekiel; Protestant biblical canon,Canonical metadata,35,Bible books
emek_q691,6,Challenging,Church History,In what year or period is Council of Trent commonly dated?,431,Second Great Awakening,1545–1563,381,C,1545–1563,Council of Trent,Historical source,35,Church history
emek_q692,6,Challenging,Christian Literature,Who wrote Summa Theologiae?,Athanasius of Alexandria,Basil of Caesarea,Thomas Aquinas,Richard Foster,C,Thomas Aquinas,"Thomas Aquinas, Summa Theologiae",Medieval theology,35,Medieval theology
emek_q693,6,Challenging,Bible Studies,Which broad literary section is 1 Peter commonly placed in?,3,13,General Epistle,59,C,General Epistle,Introduction to 1 Peter; Protestant Bible classification,Bible reference metadata,35,Bible books
emek_q694,6,Challenging,Church History,In what year or period is Council of Nicaea commonly dated?,Second Great Awakening,325,431,381,B,325,Council of Nicaea,Historical source,35,Church history
emek_q695,6,Challenging,Christian Literature,Who wrote The Problem of Pain?,Athanasius of Alexandria,Thomas Aquinas,C. S. Lewis,Richard Foster,C,C. S. Lewis,"C. S. Lewis, The Problem of Pain",Christian apologetics,35,Christian apologetics
emek_q696,6,Challenging,Bible Studies,How many chapters are in the book of Jeremiah?,59,52,13,3,B,52,Jeremiah (chapter count),Bible reference metadata,35,Bible books
emek_q697,6,Challenging,Church History,In what year or period is Young Women’s Christian Association commonly dated?,431,381,1855,Second Great Awakening,C,1855,YWCA history,Historical source,35,Church history
emek_q698,6,Challenging,Christian Literature,Which work by Boethius presents a dialogue about fortune and happiness?,Thomas Aquinas,Richard Foster,Athanasius of Alexandria,The Consolation of Philosophy,D,The Consolation of Philosophy,"Boethius, Consolation of Philosophy",Christian literature,35,Christian literature
emek_q699,6,Challenging,Bible Studies,How many chapters are in the book of Isaiah?,66,13,3,59,A,66,Isaiah (chapter count),Bible reference metadata,35,Bible books
emek_q700,6,Challenging,Church History,Who wrote the Letter to the Romans?,381,431,Paul the Apostle,Second Great Awakening,C,Paul the Apostle,Romans 1:1,Pauline Christianity,35,Pauline Christianity
emek_q701,7,Hard,Christian Literature,Who is associated with the work “Against Heresies”?,Athanasius of Alexandria,Richard Foster,Irenaeus,Thomas Aquinas,C,Irenaeus,"Irenaeus, Against Heresies",Book/source,40,Christian books
emek_q702,7,Hard,Bible Studies,How many chapters are in the book of Joel?,13,Historical,59,3,D,3,Joel (chapter count),Bible reference metadata,40,Bible books
emek_q703,7,Hard,Church History,Which medieval theologian is known for the phrase “faith seeking understanding”?,431,Anselm of Canterbury,Second Great Awakening,381,B,Anselm of Canterbury,"Anselm, Proslogion 1",Medieval theology,40,Medieval theology
emek_q704,7,Hard,Christian Literature,Who is associated with the work “The Practice of the Presence of God”?,Athanasius of Alexandria,Brother Lawrence,Richard Foster,Thomas Aquinas,B,Brother Lawrence,"Brother Lawrence, Practice of the Presence of God",Book/source,40,Christian books
emek_q705,7,Hard,Bible Studies,How many chapters are in the book of Colossians?,4,13,59,3,A,4,Colossians (chapter count),Bible reference metadata,40,Bible books
emek_q706,7,Hard,Church History,What event or institution is associated with 1865?,381,Second Great Awakening,Salvation Army,431,C,Salvation Army,William and Catherine Booth; Salvation Army history,Historical source,40,Church history
emek_q707,7,Hard,Christian Literature,Who wrote The Pilgrim’s Progress?,Richard Foster,Thomas Aquinas,Athanasius of Alexandria,John Bunyan,D,John Bunyan,"John Bunyan, The Pilgrim’s Progress",Christian literature,40,Christian literature
emek_q708,7,Hard,Bible Studies,Which broad literary section is Isaiah commonly placed in?,3,Major Prophets,13,59,B,Major Prophets,Introduction to Isaiah; Protestant Bible classification,Bible reference metadata,40,Bible books
emek_q709,7,Hard,Church History,What year did Martin Luther’s Ninety-Five Theses traditionally become associated with the beginning of the Reformation?,1517,431,Second Great Awakening,381,A,1517,"Martin Luther, Ninety-Five Theses (1517)",Reformation,40,Reformation
emek_q710,7,Hard,Bible Studies,How many chapters are in the book of James?,3,5,59,13,B,5,James (chapter count),Bible reference metadata,40,Bible books
emek_q711,7,Hard,Church History,What event or institution is associated with 1698?,381,Society for Promoting Christian Knowledge,Second Great Awakening,431,B,Society for Promoting Christian Knowledge,SPCK history,Historical source,40,Church history
emek_q712,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Jeremiah?",3,24,59,13,B,24,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q713,7,Hard,Church History,In what year or period is World Council of Churches commonly dated?,381,1948,431,Second Great Awakening,B,1948,WCC historical records,Historical source,40,Church history
emek_q714,7,Hard,Bible Studies,How many chapters are in the book of Luke?,59,3,24,13,C,24,Luke (chapter count),Bible reference metadata,40,Bible books
emek_q715,7,Hard,Church History,What event or institution is associated with late 18th–early 19th century?,431,Clapham Sect,Second Great Awakening,381,B,Clapham Sect,British evangelical history,Historical source,40,Church history
emek_q716,7,Hard,Bible Studies,Is Esther part of the Old Testament or New Testament?,3,Old Testament,59,13,B,Old Testament,Esther; Protestant biblical canon,Canonical metadata,40,Bible books
emek_q717,7,Hard,Church History,In what year or period is Sunday school movement commonly dated?,431,18th century,381,Second Great Awakening,B,18th century,Robert Raikes and Sunday school history,Historical source,40,Church history
emek_q718,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 1 John?",59,62,3,13,B,62,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q719,7,Hard,Church History,Who wrote Life of Antony?,Second Great Awakening,381,431,Athanasius,D,Athanasius,"Athanasius, Life of Antony",Monasticism,40,Monasticism
emek_q720,7,Hard,Bible Studies,Which broad literary section is 2 Peter commonly placed in?,General Epistle,13,3,59,A,General Epistle,Introduction to 2 Peter; Protestant Bible classification,Bible reference metadata,40,Bible books
emek_q721,7,Hard,Church History,What event or institution is associated with 1618–1619?,Synod of Dort,431,381,Second Great Awakening,A,Synod of Dort,Synod of Dort,Historical source,40,Church history
emek_q722,7,Hard,Bible Studies,Which broad literary section is Ruth commonly placed in?,Historical,13,3,59,A,Historical,Introduction to Ruth; Protestant Bible classification,Bible reference metadata,40,Bible books
emek_q723,7,Hard,Church History,What Roman emperor issued the Edict of Milan with Licinius in 313?,Second Great Awakening,Constantine I,431,381,B,Constantine I,"Lactantius, On the Deaths of the Persecutors 48",Early Christianity,40,Early Christianity
emek_q724,7,Hard,Bible Studies,How many chapters are in the book of Ruth?,59,3,4,13,C,4,Ruth (chapter count),Bible reference metadata,40,Bible books
emek_q725,7,Hard,Church History,In what year or period is Alpha course commonly dated?,Second Great Awakening,431,381,1970s,D,1970s,Holy Trinity Brompton / Alpha history,Historical source,40,Church history
emek_q726,7,Hard,Bible Studies,Is Zephaniah part of the Old Testament or New Testament?,13,59,Old Testament,3,C,Old Testament,Zephaniah; Protestant biblical canon,Canonical metadata,40,Bible books
emek_q727,7,Hard,Church History,What event or institution is associated with 1948?,Second Great Awakening,381,World Council of Churches,431,C,World Council of Churches,WCC historical records,Historical source,40,Church history
emek_q728,7,Hard,Bible Studies,How many chapters are in the book of 1 Peter?,13,59,5,3,C,5,1 Peter (chapter count),Bible reference metadata,40,Bible books
emek_q729,7,Hard,Church History,What is the Didache also called?,381,The Teaching of the Twelve Apostles,431,Second Great Awakening,B,The Teaching of the Twelve Apostles,Didache title/tradition,Early Christianity,40,Early Christianity
emek_q730,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 1 Chronicles?",13,Historical,3,59,A,13,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q731,7,Hard,Church History,Which rule became foundational for Western Benedictine monasticism?,Second Great Awakening,431,381,Rule of Saint Benedict,D,Rule of Saint Benedict,Rule of Saint Benedict,Monasticism,40,Monasticism
emek_q732,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Esther?",3,59,13,17,D,17,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q733,7,Hard,Church History,What event or institution is associated with 1815?,Basel Mission,Second Great Awakening,431,381,A,Basel Mission,Basel Mission history,Historical source,40,Church history
emek_q734,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 1 Timothy?",3,13,54,59,C,54,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q735,7,Hard,Church History,Which ancient Christian writer wrote letters while being taken to Rome for execution?,381,Second Great Awakening,431,Ignatius of Antioch,D,Ignatius of Antioch,"Ignatius, Letters",Early Christianity,40,Early Christianity
emek_q736,7,Hard,Bible Studies,Is Colossians part of the Old Testament or New Testament?,3,13,59,New Testament,D,New Testament,Colossians; Protestant biblical canon,Canonical metadata,40,Bible books
emek_q737,7,Hard,Church History,What event or institution is associated with 1970s?,Alpha course,431,Second Great Awakening,381,A,Alpha course,Holy Trinity Brompton / Alpha history,Historical source,40,Church history
emek_q738,7,Hard,Bible Studies,Is Titus part of the Old Testament or New Testament?,59,3,13,New Testament,D,New Testament,Titus; Protestant biblical canon,Canonical metadata,40,Bible books
emek_q739,7,Hard,Church History,In what year or period is Oxford Movement commonly dated?,431,1830s,381,Second Great Awakening,B,1830s,Anglican history,Historical source,40,Church history
emek_q740,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Galatians?",59,13,48,3,C,48,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q741,7,Hard,Church History,What event or institution is associated with 1555?,431,Peace of Augsburg,Second Great Awakening,381,B,Peace of Augsburg,Peace of Augsburg,Historical source,40,Church history
emek_q742,7,Hard,Bible Studies,Which broad literary section is Esther commonly placed in?,59,3,Historical,13,C,Historical,Introduction to Esther; Protestant Bible classification,Bible reference metadata,40,Bible books
emek_q743,7,Hard,Church History,What event or institution is associated with 451?,Second Great Awakening,381,Council of Chalcedon,431,C,Council of Chalcedon,Council of Chalcedon,Historical source,40,Church history
emek_q744,7,Hard,Bible Studies,How many chapters are in the book of Zechariah?,14,13,3,59,A,14,Zechariah (chapter count),Bible reference metadata,40,Bible books
emek_q745,7,Hard,Church History,What event or institution is associated with 1855?,Young Women’s Christian Association,381,Second Great Awakening,431,A,Young Women’s Christian Association,YWCA history,Historical source,40,Church history
emek_q746,7,Hard,Bible Studies,Is 2 Corinthians part of the Old Testament or New Testament?,3,13,59,New Testament,D,New Testament,2 Corinthians; Protestant biblical canon,Canonical metadata,40,Bible books
emek_q747,7,Hard,Church History,In what year or period is Edinburgh Missionary Conference commonly dated?,1910,431,Second Great Awakening,381,A,1910,World Missionary Conference records,Historical source,40,Church history
emek_q748,7,Hard,Bible Studies,Is Lamentations part of the Old Testament or New Testament?,3,Old Testament,59,13,B,Old Testament,Lamentations; Protestant biblical canon,Canonical metadata,40,Bible books
emek_q749,7,Hard,Church History,In what year or period is Clapham Sect commonly dated?,381,Second Great Awakening,431,late 18th–early 19th century,D,late 18th–early 19th century,British evangelical history,Historical source,40,Church history
emek_q750,7,Hard,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Jude?",13,59,65,3,C,65,"Protestant biblical canon, book order",Canonical metadata,40,Bible books
emek_q751,8,Expert,Church History,Who was the recipient of the letter to Philemon?,Second Great Awakening,431,Philemon,381,C,Philemon,Philemon 1,Pauline Christianity,45,Pauline Christianity
emek_q752,8,Expert,Bible Studies,How many chapters are in the book of Acts?,13,28,59,3,B,28,Acts (chapter count),Bible reference metadata,45,Bible books
emek_q753,8,Expert,Bible Studies,Is Amos part of the Old Testament or New Testament?,Old Testament,13,59,3,A,Old Testament,Amos; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q754,8,Expert,Bible Studies,How many chapters are in the book of Exodus?,3,40,13,59,B,40,Exodus (chapter count),Bible reference metadata,45,Bible books
emek_q755,8,Expert,Bible Studies,How many chapters are in the book of Titus?,13,59,3,Historical,C,3,Titus (chapter count),Bible reference metadata,45,Bible books
emek_q756,8,Expert,Bible Studies,Which broad literary section is 2 Corinthians commonly placed in?,13,Pauline Epistle,3,59,B,Pauline Epistle,Introduction to 2 Corinthians; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q757,8,Expert,Bible Studies,Which broad literary section is Nahum commonly placed in?,Minor Prophets,59,13,3,A,Minor Prophets,Introduction to Nahum; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q758,8,Expert,Bible Studies,Which broad literary section is Colossians commonly placed in?,13,3,59,Pauline Epistle,D,Pauline Epistle,Introduction to Colossians; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q759,8,Expert,Bible Studies,Is Micah part of the Old Testament or New Testament?,59,13,3,Old Testament,D,Old Testament,Micah; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q760,8,Expert,Bible Studies,Which broad literary section is Titus commonly placed in?,Pastoral Epistle,13,59,3,A,Pastoral Epistle,Introduction to Titus; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q761,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 2 Kings?",59,3,12,13,C,12,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q762,8,Expert,Bible Studies,Which broad literary section is Galatians commonly placed in?,13,59,3,Pauline Epistle,D,Pauline Epistle,Introduction to Galatians; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q763,8,Expert,Bible Studies,How many chapters are in the book of Deuteronomy?,13,3,59,34,D,34,Deuteronomy (chapter count),Bible reference metadata,45,Bible books
emek_q764,8,Expert,Bible Studies,Is John part of the Old Testament or New Testament?,3,13,59,New Testament,D,New Testament,John; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q765,8,Expert,Bible Studies,How many chapters are in the book of Numbers?,13,59,36,3,C,36,Numbers (chapter count),Bible reference metadata,45,Bible books
emek_q766,8,Expert,Bible Studies,How many chapters are in the book of Jude?,3,59,1,13,C,1,Jude (chapter count),Bible reference metadata,45,Bible books
emek_q767,8,Expert,Bible Studies,Is Matthew part of the Old Testament or New Testament?,3,13,59,New Testament,D,New Testament,Matthew; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q768,8,Expert,Bible Studies,Which broad literary section is Matthew commonly placed in?,Gospel,3,13,59,A,Gospel,Introduction to Matthew; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q769,8,Expert,Bible Studies,How many chapters are in the book of 1 Timothy?,3,13,6,59,C,6,1 Timothy (chapter count),Bible reference metadata,45,Bible books
emek_q770,8,Expert,Bible Studies,Is Revelation part of the Old Testament or New Testament?,New Testament,3,13,59,A,New Testament,Revelation; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q771,8,Expert,Bible Studies,How many chapters are in the book of Ezekiel?,13,3,48,59,C,48,Ezekiel (chapter count),Bible reference metadata,45,Bible books
emek_q772,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Genesis?",13,59,1,3,C,1,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q773,8,Expert,Bible Studies,How many chapters are in the book of 1 Chronicles?,59,3,13,29,D,29,1 Chronicles (chapter count),Bible reference metadata,45,Bible books
emek_q774,8,Expert,Bible Studies,Is Philippians part of the Old Testament or New Testament?,3,13,New Testament,59,C,New Testament,Philippians; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q775,8,Expert,Bible Studies,Which broad literary section is 2 Thessalonians commonly placed in?,3,59,Pauline Epistle,13,C,Pauline Epistle,Introduction to 2 Thessalonians; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q776,8,Expert,Bible Studies,Which broad literary section is Jonah commonly placed in?,59,Minor Prophets,13,3,B,Minor Prophets,Introduction to Jonah; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q777,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 2 Corinthians?",3,59,13,47,D,47,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q778,8,Expert,Bible Studies,Is Exodus part of the Old Testament or New Testament?,Old Testament,3,13,59,A,Old Testament,Exodus; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q779,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Malachi?",13,39,59,3,B,39,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q780,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Exodus?",3,59,13,2,D,2,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q781,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Luke?",3,59,42,13,C,42,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q782,8,Expert,Bible Studies,Is Hebrews part of the Old Testament or New Testament?,13,3,New Testament,59,C,New Testament,Hebrews; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q783,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Hebrews?",59,13,58,3,C,58,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q784,8,Expert,Bible Studies,Which broad literary section is Song of Solomon commonly placed in?,Poetry,59,3,13,A,Poetry,Introduction to Song of Solomon; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q785,8,Expert,Bible Studies,How many chapters are in the book of Philemon?,1,59,13,3,A,1,Philemon (chapter count),Bible reference metadata,45,Bible books
emek_q786,8,Expert,Bible Studies,How many chapters are in the book of Revelation?,59,3,22,13,C,22,Revelation (chapter count),Bible reference metadata,45,Bible books
emek_q787,8,Expert,Bible Studies,Is 2 Thessalonians part of the Old Testament or New Testament?,59,New Testament,13,3,B,New Testament,2 Thessalonians; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q788,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Colossians?",59,3,13,51,D,51,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q789,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Acts?",13,3,44,59,C,44,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q790,8,Expert,Bible Studies,Which broad literary section is Genesis commonly placed in?,59,13,3,Pentateuch,D,Pentateuch,Introduction to Genesis; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q791,8,Expert,Bible Studies,Which broad literary section is Luke commonly placed in?,13,Gospel,59,3,B,Gospel,Introduction to Luke; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q792,8,Expert,Bible Studies,Which broad literary section is 1 Timothy commonly placed in?,59,13,3,Pastoral Epistle,D,Pastoral Epistle,Introduction to 1 Timothy; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q793,8,Expert,Bible Studies,Is Hosea part of the Old Testament or New Testament?,3,Old Testament,13,59,B,Old Testament,Hosea; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q794,8,Expert,Bible Studies,Is 3 John part of the Old Testament or New Testament?,New Testament,59,13,3,A,New Testament,3 John; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q795,8,Expert,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Psalms?",13,19,59,3,B,19,"Protestant biblical canon, book order",Canonical metadata,45,Bible books
emek_q796,8,Expert,Bible Studies,Is Nahum part of the Old Testament or New Testament?,59,Old Testament,3,13,B,Old Testament,Nahum; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q797,8,Expert,Bible Studies,Which broad literary section is 1 Corinthians commonly placed in?,3,13,59,Pauline Epistle,D,Pauline Epistle,Introduction to 1 Corinthians; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q798,8,Expert,Bible Studies,Is Job part of the Old Testament or New Testament?,3,Old Testament,59,13,B,Old Testament,Job; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q799,8,Expert,Bible Studies,Which broad literary section is 3 John commonly placed in?,3,General Epistle,13,59,B,General Epistle,Introduction to 3 John; Protestant Bible classification,Bible reference metadata,45,Bible books
emek_q800,8,Expert,Bible Studies,Is Obadiah part of the Old Testament or New Testament?,13,3,59,Old Testament,D,Old Testament,Obadiah; Protestant biblical canon,Canonical metadata,45,Bible books
emek_q801,9,Master,Bible Studies,Which broad literary section is Haggai commonly placed in?,59,3,Minor Prophets,13,C,Minor Prophets,Introduction to Haggai; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q802,9,Master,Bible Studies,Is Ezra part of the Old Testament or New Testament?,3,13,Old Testament,59,C,Old Testament,Ezra; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q803,9,Master,Bible Studies,Which broad literary section is 1 Chronicles commonly placed in?,3,Historical,59,13,B,Historical,Introduction to 1 Chronicles; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q804,9,Master,Bible Studies,Is 2 John part of the Old Testament or New Testament?,59,New Testament,3,13,B,New Testament,2 John; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q805,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 1 Peter?",13,3,59,60,D,60,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q806,9,Master,Bible Studies,How many chapters are in the book of Amos?,13,3,59,9,D,9,Amos (chapter count),Bible reference metadata,50,Bible books
emek_q807,9,Master,Bible Studies,Is Galatians part of the Old Testament or New Testament?,3,13,59,New Testament,D,New Testament,Galatians; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q808,9,Master,Bible Studies,Is 2 Timothy part of the Old Testament or New Testament?,59,3,New Testament,13,C,New Testament,2 Timothy; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q809,9,Master,Bible Studies,How many chapters are in the book of Obadiah?,13,3,1,59,C,1,Obadiah (chapter count),Bible reference metadata,50,Bible books
emek_q810,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Philemon?",3,57,59,13,B,57,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q811,9,Master,Bible Studies,Is Ecclesiastes part of the Old Testament or New Testament?,13,59,3,Old Testament,D,Old Testament,Ecclesiastes; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q812,9,Master,Bible Studies,Is Luke part of the Old Testament or New Testament?,59,New Testament,13,3,B,New Testament,Luke; Protestant biblical canon,Canonical metadata,50,Bible books
